event_name,team_name,start_date,end_date,start_time,end_time,description,location,access_groups,rsvp,comments,attendance_tracking,duty_roster,ticketing,reference_id
U12G Super Squirrels v Falcons 🔵,Under 12 Girls - Falcons,2026-04-19,2026-04-19,08:30,10:15,"Meet 8.30
KO 9am
Shakerag Park Turf Field
(Not Georgia Express Soccer Complex)",10945 Rogers Cir,Under 12 Girls - Falcons,true,false,false,true,false,56324523
